Project Name,Sample ID,latlong,Latitude,Longitude,Biome,Environmental Feature,Environmental Material,Acidity
HOT ALOHA time/depth series,SAMN11874541,"(22.775,-157.939),(22.75,-158),(22.775,-157.939)",22.775,-157.939,marine biome,marine photic zone,sea water,8.06
HOT ALOHA time/depth series,SAMN11874543,"(22.775,-157.939),(22.75,-158),(22.775,-157.939)",22.775,-157.939,marine biome,marine photic zone,sea water,8.04
HOT ALOHA time/depth series,SAMN11874545,"(22.7903,-158.03),(22.75,-158),(22.7903,-158.03)",22.7903,-158.03,marine biome,marine photic zone,sea water,7.5
HOT ALOHA time/depth series,SAMN11874546,"(22.7508,-157.994),(22.75,-158),(22.7508,-157.994)",22.7508,-157.994,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874547,"(22.7508,-157.994),(22.75,-158),(22.7508,-157.994)",22.7508,-157.994,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874548,"(22.7508,-157.994),(22.75,-158),(22.7508,-157.994)",22.7508,-157.994,marine biome,marine photic zone,sea water,8.06
HOT ALOHA time/depth series,SAMN11874549,"(22.7508,-157.994),(22.75,-158),(22.7508,-157.994)",22.7508,-157.994,marine biome,marine photic zone,sea water,8.04
HOT ALOHA time/depth series,SAMN11874552,"(22.7263,-158.05),(22.75,-158),(22.7263,-158.05)",22.7263,-158.05,marine biome,marine photic zone,sea water,8
HOT ALOHA time/depth series,SAMN11874554,"(22.7523,-158.043),(22.75,-158),(22.7523,-158.043)",22.7523,-158.043,marine biome,marine photic zone,sea water,7.92
HOT ALOHA time/depth series,SAMN11874556,"(22.7523,-158.043),(22.75,-158),(22.7523,-158.043)",22.7523,-158.043,marine biome,marine photic zone,sea water,7.84
HOT ALOHA time/depth series,SAMN11874559,"(22.7657,-157.992),(22.75,-158),(22.7657,-157.992)",22.7657,-157.992,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874563,"(22.7703,-158.066),(22.75,-158),(22.7703,-158.066)",22.7703,-158.066,marine biome,marine photic zone,sea water,8.05
HOT ALOHA time/depth series,SAMN11874564,"(22.7703,-158.066),(22.75,-158),(22.7703,-158.066)",22.7703,-158.066,marine biome,marine photic zone,sea water,8.05
HOT ALOHA time/depth series,SAMN11874569,"(22.8132,-158),(22.75,-158),(22.8132,-158)",22.8132,-158,marine biome,marine photic zone,sea water,7.49
HOT ALOHA time/depth series,SAMN11874570,"(22.7547,-157.992),(22.75,-158),(22.7547,-157.992)",22.7547,-157.992,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874571,"(22.7547,-157.992),(22.75,-158),(22.7547,-157.992)",22.7547,-157.992,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874572,"(22.7547,-157.992),(22.75,-158),(22.7547,-157.992)",22.7547,-157.992,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874574,"(22.7397,-158.022),(22.75,-158),(22.7397,-158.022)",22.7397,-158.022,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874576,"(22.7397,-158.022),(22.75,-158),(22.7397,-158.022)",22.7397,-158.022,marine biome,marine photic zone,sea water,8.03
HOT ALOHA time/depth series,SAMN11874581,"(22.7792,-157.929),(22.75,-158),(22.7792,-157.929)",22.7792,-157.929,marine biome,marine photic zone,sea water,7.52
HOT ALOHA time/depth series,SAMN11874582,"(22.7532,-157.993),(22.75,-158),(22.7532,-157.993)",22.7532,-157.993,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874583,"(22.7532,-157.993),(22.75,-158),(22.7532,-157.993)",22.7532,-157.993,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874584,"(22.7532,-157.993),(22.75,-158),(22.7532,-157.993)",22.7532,-157.993,marine biome,marine photic zone,sea water,8.06
HOT ALOHA time/depth series,SAMN11874585,"(22.7532,-157.993),(22.75,-158),(22.7532,-157.993)",22.7532,-157.993,marine biome,marine photic zone,sea water,8.05
HOT ALOHA time/depth series,SAMN11874586,"(22.7215,-158.045),(22.75,-158),(22.7215,-158.045)",22.7215,-158.045,marine biome,marine photic zone,sea water,8.02
HOT ALOHA time/depth series,SAMN11874588,"(22.7215,-158.045),(22.75,-158),(22.7215,-158.045)",22.7215,-158.045,marine biome,marine photic zone,sea water,7.98
HOT ALOHA time/depth series,SAMN11874591,"(22.7665,-158.016),(22.75,-158),(22.7665,-158.016)",22.7665,-158.016,marine biome,marine photic zone,sea water,7.82
HOT ALOHA time/depth series,SAMN11874592,"(22.7985,-158.051),(22.75,-158),(22.7985,-158.051)",22.7985,-158.051,marine biome,marine photic zone,sea water,7.94
HOT ALOHA time/depth series,SAMN11874593,"(22.7892,-158.055),(22.75,-158),(22.7892,-158.055)",22.7892,-158.055,marine biome,marine photic zone,sea water,7.44
HOT ALOHA time/depth series,SAMN11874594,"(22.7578,-158.006),(22.75,-158),(22.7578,-158.006)",22.7578,-158.006,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874595,"(22.7578,-158.006),(22.75,-158),(22.7578,-158.006)",22.7578,-158.006,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874596,"(22.7578,-158.006),(22.75,-158),(22.7578,-158.006)",22.7578,-158.006,marine biome,marine photic zone,sea water,8.06
HOT ALOHA time/depth series,SAMN11874598,"(22.7498,-158.029),(22.75,-158),(22.7498,-158.029)",22.7498,-158.029,marine biome,marine photic zone,sea water,8.01
HOT ALOHA time/depth series,SAMN11874600,"(22.7498,-158.029),(22.75,-158),(22.7498,-158.029)",22.7498,-158.029,marine biome,marine photic zone,sea water,7.91
HOT ALOHA time/depth series,SAMN11874602,"(22.75,-157.999),(22.75,-158),(22.75,-157.999)",22.75,-157.999,marine biome,marine photic zone,sea water,7.86
HOT ALOHA time/depth series,SAMN11874605,"(22.7502,-158),(22.75,-158),(22.7502,-158)",22.7502,-158,marine biome,marine photic zone,sea water,7.43
HOT ALOHA time/depth series,SAMN11874606,"(22.781,-158.025),(22.75,-158),(22.781,-158.025)",22.781,-158.025,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874607,"(22.781,-158.025),(22.75,-158),(22.781,-158.025)",22.781,-158.025,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874608,"(22.781,-158.025),(22.75,-158),(22.781,-158.025)",22.781,-158.025,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874612,"(22.753,-157.998),(22.75,-158),(22.753,-157.998)",22.753,-157.998,marine biome,marine photic zone,sea water,7.95
HOT ALOHA time/depth series,SAMN11874614,"(22.7495,-158.001),(22.75,-158),(22.7495,-158.001)",22.7495,-158.001,marine biome,marine photic zone,sea water,7.88
HOT ALOHA time/depth series,SAMN11874617,"(22.8108,-158.056),(22.75,-158),(22.8108,-158.056)",22.8108,-158.056,marine biome,marine photic zone,sea water,7.47
HOT ALOHA time/depth series,SAMN11874618,"(22.75,-157.991),(22.75,-158),(22.75,-157.991)",22.75,-157.991,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874619,"(22.75,-157.991),(22.75,-158),(22.75,-157.991)",22.75,-157.991,marine biome,marine photic zone,sea water,8.09
HOT ALOHA time/depth series,SAMN11874626,"(22.7528,-158.017),(22.75,-158),(22.7528,-158.017)",22.7528,-158.017,marine biome,marine photic zone,sea water,7.9
HOT ALOHA time/depth series,SAMN11874628,"(22.7528,-158.017),(22.75,-158),(22.7528,-158.017)",22.7528,-158.017,marine biome,marine photic zone,sea water,7.82
HOT ALOHA time/depth series,SAMN11874629,"(22.7588,-157.989),(22.75,-158),(22.7588,-157.989)",22.7588,-157.989,marine biome,marine photic zone,sea water,7.45
HOT ALOHA time/depth series,SAMN11874630,"(22.751,-158.003),(22.75,-158),(22.751,-158.003)",22.751,-158.003,marine biome,marine photic zone,sea water,8.09
HOT ALOHA time/depth series,SAMN11874631,"(22.751,-158.003),(22.75,-158),(22.751,-158.003)",22.751,-158.003,marine biome,marine photic zone,sea water,8.09
HOT ALOHA time/depth series,SAMN11874632,"(22.751,-158.003),(22.75,-158),(22.751,-158.003)",22.751,-158.003,marine biome,marine photic zone,sea water,8.09
HOT ALOHA time/depth series,SAMN11874633,"(22.751,-158.003),(22.75,-158),(22.751,-158.003)",22.751,-158.003,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874634,"(22.758,-158.03),(22.75,-158),(22.758,-158.03)",22.758,-158.03,marine biome,marine photic zone,sea water,8.05
HOT ALOHA time/depth series,SAMN11874636,"(22.758,-158.03),(22.75,-158),(22.758,-158.03)",22.758,-158.03,marine biome,marine photic zone,sea water,7.98
HOT ALOHA time/depth series,SAMN11874638,"(22.7467,-158.01),(22.75,-158),(22.7467,-158.01)",22.7467,-158.01,marine biome,marine photic zone,sea water,7.91
HOT ALOHA time/depth series,SAMN11874641,"(22.7468,-158.057),(22.75,-158),(22.7468,-158.057)",22.7468,-158.057,marine biome,marine photic zone,sea water,7.49
HOT ALOHA time/depth series,SAMN11874643,"(22.7268,-157.996),(22.75,-158),(22.7268,-157.996)",22.7268,-157.996,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874644,"(22.7268,-157.996),(22.75,-158),(22.7268,-157.996)",22.7268,-157.996,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874645,"(22.7268,-157.996),(22.75,-158),(22.7268,-157.996)",22.7268,-157.996,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874648,"(22.8113,-158.028),(22.75,-158),(22.8113,-158.028)",22.8113,-158.028,marine biome,marine photic zone,sea water,7.97
HOT ALOHA time/depth series,SAMN11874653,"(22.6887,-157.972),(22.75,-158),(22.6887,-157.972)",22.6887,-157.972,marine biome,marine photic zone,sea water,7.45
HOT ALOHA time/depth series,SAMN11874654,"(22.7533,-158.001),(22.75,-158),(22.7533,-158.001)",22.7533,-158.001,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874655,"(22.7533,-158.001),(22.75,-158),(22.7533,-158.001)",22.7533,-158.001,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874657,"(22.7533,-158.001),(22.75,-158),(22.7533,-158.001)",22.7533,-158.001,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874661,"(22.7667,-157.913),(22.75,-158),(22.7667,-157.913)",22.7667,-157.913,marine biome,marine photic zone,sea water,7.94
HOT ALOHA time/depth series,SAMN11874662,"(22.7322,-158.008),(22.75,-158),(22.7322,-158.008)",22.7322,-158.008,marine biome,marine photic zone,sea water,7.94
HOT ALOHA time/depth series,SAMN11874664,"(22.7322,-158.008),(22.75,-158),(22.7322,-158.008)",22.7322,-158.008,marine biome,marine photic zone,sea water,7.86
HOT ALOHA time/depth series,SAMN11874665,"(22.6968,-157.933),(22.75,-158),(22.6968,-157.933)",22.6968,-157.933,marine biome,marine photic zone,sea water,7.45
HOT ALOHA time/depth series,SAMN11874666,"(22.75,-158.001),(22.75,-158),(22.75,-158.001)",22.75,-158.001,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874667,"(22.75,-158.001),(22.75,-158),(22.75,-158.001)",22.75,-158.001,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874669,"(22.75,-158.001),(22.75,-158),(22.75,-158.001)",22.75,-158.001,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874671,"(22.6703,-157.999),(22.75,-158),(22.6703,-157.999)",22.6703,-157.999,marine biome,marine photic zone,sea water,7.89
HOT ALOHA time/depth series,SAMN11874673,"(22.6783,-158.036),(22.75,-158),(22.6783,-158.036)",22.6783,-158.036,marine biome,marine photic zone,sea water,7.42
HOT ALOHA time/depth series,SAMN11874674,"(22.6883,-158.056),(22.75,-158),(22.6883,-158.056)",22.6883,-158.056,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874678,"(22.7493,-157.991),(22.75,-158),(22.7493,-157.991)",22.7493,-157.991,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874679,"(22.7493,-157.991),(22.75,-158),(22.7493,-157.991)",22.7493,-157.991,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874681,"(22.7493,-157.991),(22.75,-158),(22.7493,-157.991)",22.7493,-157.991,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874682,"(22.7567,-157.985),(22.75,-158),(22.7567,-157.985)",22.7567,-157.985,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874684,"(22.7567,-157.985),(22.75,-158),(22.7567,-157.985)",22.7567,-157.985,marine biome,marine photic zone,sea water,8.04
HOT ALOHA time/depth series,SAMN11874686,"(22.7497,-158.001),(22.75,-158),(22.7497,-158.001)",22.7497,-158.001,marine biome,marine photic zone,sea water,7.94
HOT ALOHA time/depth series,SAMN11874688,"(22.7497,-158.001),(22.75,-158),(22.7497,-158.001)",22.7497,-158.001,marine biome,marine photic zone,sea water,7.92
HOT ALOHA time/depth series,SAMN11874690,"(22.7498,-158),(22.75,-158),(22.7498,-158)",22.7498,-158,marine biome,marine photic zone,sea water,8.09
HOT ALOHA time/depth series,SAMN11874691,"(22.7498,-158),(22.75,-158),(22.7498,-158)",22.7498,-158,marine biome,marine photic zone,sea water,8.09
HOT ALOHA time/depth series,SAMN11874692,"(22.7498,-158),(22.75,-158),(22.7498,-158)",22.7498,-158,marine biome,marine photic zone,sea water,8.09
HOT ALOHA time/depth series,SAMN11874693,"(22.7498,-158),(22.75,-158),(22.7498,-158)",22.7498,-158,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874698,"(22.7237,-157.98),(22.75,-158),(22.7237,-157.98)",22.7237,-157.98,marine biome,marine photic zone,sea water,7.92
HOT ALOHA time/depth series,SAMN11874701,"(22.7453,-158.007),(22.75,-158),(22.7453,-158.007)",22.7453,-158.007,marine biome,marine photic zone,sea water,7.47
HOT ALOHA time/depth series,SAMN11874702,"(22.7495,-157.999),(22.75,-158),(22.7495,-157.999)",22.7495,-157.999,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874704,"(22.7495,-157.999),(22.75,-158),(22.7495,-157.999)",22.7495,-157.999,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874705,"(22.7495,-157.999),(22.75,-158),(22.7495,-157.999)",22.7495,-157.999,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874706,"(22.7518,-158.021),(22.75,-158),(22.7518,-158.021)",22.7518,-158.021,marine biome,marine photic zone,sea water,7.54
HOT ALOHA time/depth series,SAMN11874707,"(22.7493,-158),(22.75,-158),(22.7493,-158)",22.7493,-158,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874709,"(22.7493,-158),(22.75,-158),(22.7493,-158)",22.7493,-158,marine biome,marine photic zone,sea water,8
HOT ALOHA time/depth series,SAMN11874711,"(22.8053,-158.046),(22.75,-158),(22.8053,-158.046)",22.8053,-158.046,marine biome,marine photic zone,sea water,7.95
HOT ALOHA time/depth series,SAMN11874714,"(22.7715,-157.986),(22.75,-158),(22.7715,-157.986)",22.7715,-157.986,marine biome,marine photic zone,sea water,8.06
HOT ALOHA time/depth series,SAMN11874715,"(22.7715,-157.986),(22.75,-158),(22.7715,-157.986)",22.7715,-157.986,marine biome,marine photic zone,sea water,8.06
HOT ALOHA time/depth series,SAMN11874716,"(22.7715,-157.986),(22.75,-158),(22.7715,-157.986)",22.7715,-157.986,marine biome,marine photic zone,sea water,8.05
HOT ALOHA time/depth series,SAMN11874717,"(22.7715,-157.986),(22.75,-158),(22.7715,-157.986)",22.7715,-157.986,marine biome,marine photic zone,sea water,8.05
HOT ALOHA time/depth series,SAMN11874719,"(22.7485,-158.021),(22.75,-158),(22.7485,-158.021)",22.7485,-158.021,marine biome,marine photic zone,sea water,8.04
HOT ALOHA time/depth series,SAMN11874721,"(22.7485,-158.021),(22.75,-158),(22.7485,-158.021)",22.7485,-158.021,marine biome,marine photic zone,sea water,7.98
HOT ALOHA time/depth series,SAMN11874722,"(22.7918,-157.996),(22.75,-158),(22.7918,-157.996)",22.7918,-157.996,marine biome,marine photic zone,sea water,7.98
HOT ALOHA time/depth series,SAMN11874725,"(22.7937,-158.064),(22.75,-158),(22.7937,-158.064)",22.7937,-158.064,marine biome,marine photic zone,sea water,7.48
HOT ALOHA time/depth series,SAMN11874726,"(22.7627,-157.959),(22.75,-158),(22.7627,-157.959)",22.7627,-157.959,marine biome,marine photic zone,sea water,8.06
HOT ALOHA time/depth series,SAMN11874727,"(22.7627,-157.959),(22.75,-158),(22.7627,-157.959)",22.7627,-157.959,marine biome,marine photic zone,sea water,8.06
HOT ALOHA time/depth series,SAMN11874728,"(22.7627,-157.959),(22.75,-158),(22.7627,-157.959)",22.7627,-157.959,marine biome,marine photic zone,sea water,8.06
HOT ALOHA time/depth series,SAMN11874729,"(22.7627,-157.959),(22.75,-158),(22.7627,-157.959)",22.7627,-157.959,marine biome,marine photic zone,sea water,8.06
HOT ALOHA time/depth series,SAMN11874730,"(22.775,-157.939),(22.75,-158),(22.775,-157.939)",22.775,-157.939,marine biome,marine photic zone,sea water,8.06
HOT ALOHA time/depth series,SAMN11874732,"(22.775,-157.939),(22.75,-158),(22.775,-157.939)",22.775,-157.939,marine biome,marine photic zone,sea water,8.04
HOT ALOHA time/depth series,SAMN11874734,"(22.7903,-158.03),(22.75,-158),(22.7903,-158.03)",22.7903,-158.03,marine biome,marine photic zone,sea water,7.5
HOT ALOHA time/depth series,SAMN11874735,"(22.7508,-157.994),(22.75,-158),(22.7508,-157.994)",22.7508,-157.994,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874736,"(22.7508,-157.994),(22.75,-158),(22.7508,-157.994)",22.7508,-157.994,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874737,"(22.7508,-157.994),(22.75,-158),(22.7508,-157.994)",22.7508,-157.994,marine biome,marine photic zone,sea water,8.06
HOT ALOHA time/depth series,SAMN11874738,"(22.7508,-157.994),(22.75,-158),(22.7508,-157.994)",22.7508,-157.994,marine biome,marine photic zone,sea water,8.04
HOT ALOHA time/depth series,SAMN11874741,"(22.7263,-158.05),(22.75,-158),(22.7263,-158.05)",22.7263,-158.05,marine biome,marine photic zone,sea water,8
HOT ALOHA time/depth series,SAMN11874743,"(22.7523,-158.043),(22.75,-158),(22.7523,-158.043)",22.7523,-158.043,marine biome,marine photic zone,sea water,7.92
HOT ALOHA time/depth series,SAMN11874745,"(22.7523,-158.043),(22.75,-158),(22.7523,-158.043)",22.7523,-158.043,marine biome,marine photic zone,sea water,7.84
HOT ALOHA time/depth series,SAMN11874748,"(22.7657,-157.992),(22.75,-158),(22.7657,-157.992)",22.7657,-157.992,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874752,"(22.7703,-158.066),(22.75,-158),(22.7703,-158.066)",22.7703,-158.066,marine biome,marine photic zone,sea water,8.05
HOT ALOHA time/depth series,SAMN11874753,"(22.7703,-158.066),(22.75,-158),(22.7703,-158.066)",22.7703,-158.066,marine biome,marine photic zone,sea water,8.05
HOT ALOHA time/depth series,SAMN11874758,"(22.8132,-158),(22.75,-158),(22.8132,-158)",22.8132,-158,marine biome,marine photic zone,sea water,7.49
HOT ALOHA time/depth series,SAMN11874759,"(22.7547,-157.992),(22.75,-158),(22.7547,-157.992)",22.7547,-157.992,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874760,"(22.7547,-157.992),(22.75,-158),(22.7547,-157.992)",22.7547,-157.992,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874761,"(22.7547,-157.992),(22.75,-158),(22.7547,-157.992)",22.7547,-157.992,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874763,"(22.7397,-158.022),(22.75,-158),(22.7397,-158.022)",22.7397,-158.022,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874765,"(22.7397,-158.022),(22.75,-158),(22.7397,-158.022)",22.7397,-158.022,marine biome,marine photic zone,sea water,8.03
HOT ALOHA time/depth series,SAMN11874770,"(22.7792,-157.929),(22.75,-158),(22.7792,-157.929)",22.7792,-157.929,marine biome,marine photic zone,sea water,7.52
HOT ALOHA time/depth series,SAMN11874771,"(22.7532,-157.993),(22.75,-158),(22.7532,-157.993)",22.7532,-157.993,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874772,"(22.7532,-157.993),(22.75,-158),(22.7532,-157.993)",22.7532,-157.993,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874773,"(22.7532,-157.993),(22.75,-158),(22.7532,-157.993)",22.7532,-157.993,marine biome,marine photic zone,sea water,8.06
HOT ALOHA time/depth series,SAMN11874774,"(22.7532,-157.993),(22.75,-158),(22.7532,-157.993)",22.7532,-157.993,marine biome,marine photic zone,sea water,8.05
HOT ALOHA time/depth series,SAMN11874775,"(22.7215,-158.045),(22.75,-158),(22.7215,-158.045)",22.7215,-158.045,marine biome,marine photic zone,sea water,8.02
HOT ALOHA time/depth series,SAMN11874777,"(22.7215,-158.045),(22.75,-158),(22.7215,-158.045)",22.7215,-158.045,marine biome,marine photic zone,sea water,7.98
HOT ALOHA time/depth series,SAMN11874780,"(22.7665,-158.016),(22.75,-158),(22.7665,-158.016)",22.7665,-158.016,marine biome,marine photic zone,sea water,7.82
HOT ALOHA time/depth series,SAMN11874781,"(22.7985,-158.051),(22.75,-158),(22.7985,-158.051)",22.7985,-158.051,marine biome,marine photic zone,sea water,7.94
HOT ALOHA time/depth series,SAMN11874782,"(22.7892,-158.055),(22.75,-158),(22.7892,-158.055)",22.7892,-158.055,marine biome,marine photic zone,sea water,7.44
HOT ALOHA time/depth series,SAMN11874783,"(22.7578,-158.006),(22.75,-158),(22.7578,-158.006)",22.7578,-158.006,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874784,"(22.7578,-158.006),(22.75,-158),(22.7578,-158.006)",22.7578,-158.006,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874785,"(22.7578,-158.006),(22.75,-158),(22.7578,-158.006)",22.7578,-158.006,marine biome,marine photic zone,sea water,8.06
HOT ALOHA time/depth series,SAMN11874787,"(22.7498,-158.029),(22.75,-158),(22.7498,-158.029)",22.7498,-158.029,marine biome,marine photic zone,sea water,8.01
HOT ALOHA time/depth series,SAMN11874789,"(22.7498,-158.029),(22.75,-158),(22.7498,-158.029)",22.7498,-158.029,marine biome,marine photic zone,sea water,7.91
HOT ALOHA time/depth series,SAMN11874791,"(22.75,-157.999),(22.75,-158),(22.75,-157.999)",22.75,-157.999,marine biome,marine photic zone,sea water,7.86
HOT ALOHA time/depth series,SAMN11874794,"(22.7502,-158),(22.75,-158),(22.7502,-158)",22.7502,-158,marine biome,marine photic zone,sea water,7.43
HOT ALOHA time/depth series,SAMN11874795,"(22.781,-158.025),(22.75,-158),(22.781,-158.025)",22.781,-158.025,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874796,"(22.781,-158.025),(22.75,-158),(22.781,-158.025)",22.781,-158.025,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874797,"(22.781,-158.025),(22.75,-158),(22.781,-158.025)",22.781,-158.025,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874801,"(22.753,-157.998),(22.75,-158),(22.753,-157.998)",22.753,-157.998,marine biome,marine photic zone,sea water,7.95
HOT ALOHA time/depth series,SAMN11874803,"(22.7495,-158.001),(22.75,-158),(22.7495,-158.001)",22.7495,-158.001,marine biome,marine photic zone,sea water,7.88
HOT ALOHA time/depth series,SAMN11874806,"(22.8108,-158.056),(22.75,-158),(22.8108,-158.056)",22.8108,-158.056,marine biome,marine photic zone,sea water,7.47
HOT ALOHA time/depth series,SAMN11874807,"(22.75,-157.991),(22.75,-158),(22.75,-157.991)",22.75,-157.991,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874808,"(22.75,-157.991),(22.75,-158),(22.75,-157.991)",22.75,-157.991,marine biome,marine photic zone,sea water,8.09
HOT ALOHA time/depth series,SAMN11874815,"(22.7528,-158.017),(22.75,-158),(22.7528,-158.017)",22.7528,-158.017,marine biome,marine photic zone,sea water,7.9
HOT ALOHA time/depth series,SAMN11874817,"(22.7528,-158.017),(22.75,-158),(22.7528,-158.017)",22.7528,-158.017,marine biome,marine photic zone,sea water,7.82
HOT ALOHA time/depth series,SAMN11874818,"(22.7588,-157.989),(22.75,-158),(22.7588,-157.989)",22.7588,-157.989,marine biome,marine photic zone,sea water,7.45
HOT ALOHA time/depth series,SAMN11874819,"(22.751,-158.003),(22.75,-158),(22.751,-158.003)",22.751,-158.003,marine biome,marine photic zone,sea water,8.09
HOT ALOHA time/depth series,SAMN11874820,"(22.751,-158.003),(22.75,-158),(22.751,-158.003)",22.751,-158.003,marine biome,marine photic zone,sea water,8.09
HOT ALOHA time/depth series,SAMN11874821,"(22.751,-158.003),(22.75,-158),(22.751,-158.003)",22.751,-158.003,marine biome,marine photic zone,sea water,8.09
HOT ALOHA time/depth series,SAMN11874822,"(22.751,-158.003),(22.75,-158),(22.751,-158.003)",22.751,-158.003,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874823,"(22.758,-158.03),(22.75,-158),(22.758,-158.03)",22.758,-158.03,marine biome,marine photic zone,sea water,8.05
HOT ALOHA time/depth series,SAMN11874825,"(22.758,-158.03),(22.75,-158),(22.758,-158.03)",22.758,-158.03,marine biome,marine photic zone,sea water,7.98
HOT ALOHA time/depth series,SAMN11874830,"(22.7468,-158.057),(22.75,-158),(22.7468,-158.057)",22.7468,-158.057,marine biome,marine photic zone,sea water,7.49
HOT ALOHA time/depth series,SAMN11874832,"(22.7268,-157.996),(22.75,-158),(22.7268,-157.996)",22.7268,-157.996,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874833,"(22.7268,-157.996),(22.75,-158),(22.7268,-157.996)",22.7268,-157.996,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874834,"(22.7268,-157.996),(22.75,-158),(22.7268,-157.996)",22.7268,-157.996,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874837,"(22.8113,-158.028),(22.75,-158),(22.8113,-158.028)",22.8113,-158.028,marine biome,marine photic zone,sea water,7.97
HOT ALOHA time/depth series,SAMN11874842,"(22.6887,-157.972),(22.75,-158),(22.6887,-157.972)",22.6887,-157.972,marine biome,marine photic zone,sea water,7.45
HOT ALOHA time/depth series,SAMN11874843,"(22.7533,-158.001),(22.75,-158),(22.7533,-158.001)",22.7533,-158.001,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874844,"(22.7533,-158.001),(22.75,-158),(22.7533,-158.001)",22.7533,-158.001,marine biome,marine photic zone,sea water,8.08
HOT ALOHA time/depth series,SAMN11874846,"(22.7533,-158.001),(22.75,-158),(22.7533,-158.001)",22.7533,-158.001,marine biome,marine photic zone,sea water,8.07
HOT ALOHA time/depth series,SAMN11874850,"(22.7667,-157.913),(22.75,-158),(22.7667,-157.913)",22.7667,-157.913,marine biome,marine photic zone,sea water,7.94
