Project Name,Sample ID,Latitude,Longitude,latlong,Depth,Datetime,Start Date,End Date,Biome,Environmental Feature,Environmental Material,Oxygen,Temperature,Nitrate
HOT ALOHA time/depth series,SAMN11874655,22.7533,-158.001,"(22.7533,-158.001),(22.75,-158),(22.7533,-158.001)","25.8351,25,","Wed Feb 10 2016 01:25:29 GMT-0700 (MST),","Wed Feb 10 2016 00:21:00 GMT-0700 (MST),Wed Feb 10 2016 00:21:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,208.3,24.4971,2.677
HOT ALOHA time/depth series,SAMN11874656,22.7533,-158.001,"(22.7533,-158.001),(22.75,-158),(22.7533,-158.001)","45.7061,45,","Wed Feb 10 2016 01:24:05 GMT-0700 (MST),","Wed Feb 10 2016 00:21:00 GMT-0700 (MST),Wed Feb 10 2016 00:21:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,208,24.2559,3.257
HOT ALOHA time/depth series,SAMN11874657,22.7533,-158.001,"(22.7533,-158.001),(22.75,-158),(22.7533,-158.001)","75.5089,75,","Wed Feb 10 2016 01:22:19 GMT-0700 (MST),","Wed Feb 10 2016 00:21:00 GMT-0700 (MST),Wed Feb 10 2016 00:21:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,211.4,23.7334,3.9
HOT ALOHA time/depth series,SAMN11874658,22.7667,-157.913,"(22.7667,-157.913),(22.75,-158),(22.7667,-157.913)","99.348,100,","Wed Feb 10 2016 10:09:34 GMT-0700 (MST),","Wed Feb 10 2016 09:09:00 GMT-0700 (MST),Wed Feb 10 2016 09:09:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,210.9,23.4752,3.082
HOT ALOHA time/depth series,SAMN11874659,22.7667,-157.913,"(22.7667,-157.913),(22.75,-158),(22.7667,-157.913)","125.171,125,","Wed Feb 10 2016 10:07:18 GMT-0700 (MST),","Wed Feb 10 2016 09:09:00 GMT-0700 (MST),Wed Feb 10 2016 09:09:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,208.5,22.3798,3.039
HOT ALOHA time/depth series,SAMN11874660,22.7667,-157.913,"(22.7667,-157.913),(22.75,-158),(22.7667,-157.913)","150.99,150,","Wed Feb 10 2016 10:05:03 GMT-0700 (MST),","Wed Feb 10 2016 09:09:00 GMT-0700 (MST),Wed Feb 10 2016 09:09:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,201.6,20.7407,3.864
HOT ALOHA time/depth series,SAMN11874661,22.7667,-157.913,"(22.7667,-157.913),(22.75,-158),(22.7667,-157.913)","174.82,175,","Wed Feb 10 2016 10:02:33 GMT-0700 (MST),","Wed Feb 10 2016 09:09:00 GMT-0700 (MST),Wed Feb 10 2016 09:09:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,196.5,18.7338,4.467
HOT ALOHA time/depth series,SAMN11874662,22.7322,-158.008,"(22.7322,-158.008),(22.75,-158),(22.7322,-158.008)","200.634,200,","Wed Feb 10 2016 15:52:42 GMT-0700 (MST),","Wed Feb 10 2016 14:48:00 GMT-0700 (MST),Wed Feb 10 2016 14:48:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,194.3,18.3842,5.217
HOT ALOHA time/depth series,SAMN11874663,22.7322,-158.008,"(22.7322,-158.008),(22.75,-158),(22.7322,-158.008)","224.458,225,","Wed Feb 10 2016 15:50:33 GMT-0700 (MST),","Wed Feb 10 2016 14:48:00 GMT-0700 (MST),Wed Feb 10 2016 14:48:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,198,16.3772,5.115
HOT ALOHA time/depth series,SAMN11874664,22.7322,-158.008,"(22.7322,-158.008),(22.75,-158),(22.7322,-158.008)","250.265,250,","Wed Feb 10 2016 15:48:12 GMT-0700 (MST),","Wed Feb 10 2016 14:48:00 GMT-0700 (MST),Wed Feb 10 2016 14:48:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,193.4,14.3814,8.521
HOT ALOHA time/depth series,SAMN11874665,22.6968,-157.933,"(22.6968,-157.933),(22.75,-158),(22.6968,-157.933)","500.228,500,","Thu Feb 11 2016 00:39:25 GMT-0700 (MST),","Wed Feb 10 2016 23:53:00 GMT-0700 (MST),Wed Feb 10 2016 23:53:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,78.8,7.1871,31.504
HOT ALOHA time/depth series,SAMN11874666,22.75,-158.001,"(22.75,-158.001),(22.75,-158),(22.75,-158.001)","5.96224,5,","Wed Mar 09 2016 01:37:47 GMT-0700 (MST),","Wed Mar 09 2016 00:28:00 GMT-0700 (MST),Wed Mar 09 2016 00:28:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,210.6,24.4115,2.959
HOT ALOHA time/depth series,SAMN11874667,22.75,-158.001,"(22.75,-158.001),(22.75,-158),(22.75,-158.001)","25.8351,25,","Wed Mar 09 2016 01:35:17 GMT-0700 (MST),","Wed Mar 09 2016 00:28:00 GMT-0700 (MST),Wed Mar 09 2016 00:28:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,210,24.4171,2.584
HOT ALOHA time/depth series,SAMN11874668,22.75,-158.001,"(22.75,-158.001),(22.75,-158),(22.75,-158.001)","45.7061,45,","Wed Mar 09 2016 01:33:27 GMT-0700 (MST),","Wed Mar 09 2016 00:28:00 GMT-0700 (MST),Wed Mar 09 2016 00:28:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,209.8,24.4234,2.271
HOT ALOHA time/depth series,SAMN11874669,22.75,-158.001,"(22.75,-158.001),(22.75,-158),(22.75,-158.001)","75.5089,75,","Wed Mar 09 2016 01:31:07 GMT-0700 (MST),","Wed Mar 09 2016 00:28:00 GMT-0700 (MST),Wed Mar 09 2016 00:28:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,210.7,24.4062,2.625
HOT ALOHA time/depth series,SAMN11874670,22.6703,-157.999,"(22.6703,-157.999),(22.75,-158),(22.6703,-157.999)","200.635,200,","Wed Mar 09 2016 23:47:27 GMT-0700 (MST),","Wed Mar 09 2016 22:48:00 GMT-0700 (MST),Wed Mar 09 2016 22:48:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,194.8,17.6799,4.451
HOT ALOHA time/depth series,SAMN11874671,22.6703,-157.999,"(22.6703,-157.999),(22.75,-158),(22.6703,-157.999)","224.459,225,","Wed Mar 09 2016 23:45:28 GMT-0700 (MST),","Wed Mar 09 2016 22:48:00 GMT-0700 (MST),Wed Mar 09 2016 22:48:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,199.2,16.0771,7.638
HOT ALOHA time/depth series,SAMN11874672,22.6703,-157.999,"(22.6703,-157.999),(22.75,-158),(22.6703,-157.999)","250.266,250,","Wed Mar 09 2016 23:43:58 GMT-0700 (MST),","Wed Mar 09 2016 22:48:00 GMT-0700 (MST),Wed Mar 09 2016 22:48:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,196.3,13.9763,11.805
HOT ALOHA time/depth series,SAMN11874673,22.6783,-158.036,"(22.6783,-158.036),(22.75,-158),(22.6783,-158.036)","500.229,500,","Thu Mar 10 2016 05:49:04 GMT-0700 (MST),","Thu Mar 10 2016 04:50:00 GMT-0700 (MST),Thu Mar 10 2016 04:50:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,85.1,7.0279,32.65
HOT ALOHA time/depth series,SAMN11874674,22.6883,-158.056,"(22.6883,-158.056),(22.75,-158),(22.6883,-158.056)","99.3485,100,","Thu Mar 10 2016 11:56:59 GMT-0700 (MST),","Thu Mar 10 2016 10:46:00 GMT-0700 (MST),Thu Mar 10 2016 10:46:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,210.8,24.2994,2.975
HOT ALOHA time/depth series,SAMN11874675,22.6883,-158.056,"(22.6883,-158.056),(22.75,-158),(22.6883,-158.056)","125.171,125,","Thu Mar 10 2016 11:54:54 GMT-0700 (MST),","Thu Mar 10 2016 10:46:00 GMT-0700 (MST),Thu Mar 10 2016 10:46:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,207.2,22.8274,3.26
HOT ALOHA time/depth series,SAMN11874676,22.6883,-158.056,"(22.6883,-158.056),(22.75,-158),(22.6883,-158.056)","150.991,150,","Thu Mar 10 2016 11:53:05 GMT-0700 (MST),","Thu Mar 10 2016 10:46:00 GMT-0700 (MST),Thu Mar 10 2016 10:46:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,194.6,20.9419,2.372
HOT ALOHA time/depth series,SAMN11874677,22.6883,-158.056,"(22.6883,-158.056),(22.75,-158),(22.6883,-158.056)","174.821,175,","Thu Mar 10 2016 11:51:39 GMT-0700 (MST),","Thu Mar 10 2016 10:46:00 GMT-0700 (MST),Thu Mar 10 2016 10:46:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,193.4,19.3466,5.931
HOT ALOHA time/depth series,SAMN11874678,22.7493,-157.991,"(22.7493,-157.991),(22.75,-158),(22.7493,-157.991)","5.96224,5,","Fri Apr 15 2016 01:25:00 GMT-0700 (MST),","Fri Apr 15 2016 00:19:00 GMT-0700 (MST),Fri Apr 15 2016 00:19:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,212.4,24.4453,2.913
HOT ALOHA time/depth series,SAMN11874679,22.7493,-157.991,"(22.7493,-157.991),(22.75,-158),(22.7493,-157.991)","25.8351,25,","Fri Apr 15 2016 01:23:36 GMT-0700 (MST),","Fri Apr 15 2016 00:19:00 GMT-0700 (MST),Fri Apr 15 2016 00:19:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,212.4,24.376,1.798
HOT ALOHA time/depth series,SAMN11874680,22.7493,-157.991,"(22.7493,-157.991),(22.75,-158),(22.7493,-157.991)","45.7061,45,","Fri Apr 15 2016 01:22:03 GMT-0700 (MST),","Fri Apr 15 2016 00:19:00 GMT-0700 (MST),Fri Apr 15 2016 00:19:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,212.7,24.3672,1.758
HOT ALOHA time/depth series,SAMN11874681,22.7493,-157.991,"(22.7493,-157.991),(22.75,-158),(22.7493,-157.991)","75.5089,75,","Fri Apr 15 2016 01:19:39 GMT-0700 (MST),","Fri Apr 15 2016 00:19:00 GMT-0700 (MST),Fri Apr 15 2016 00:19:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,211.1,24.3354,1.262
HOT ALOHA time/depth series,SAMN11874682,22.7567,-157.985,"(22.7567,-157.985),(22.75,-158),(22.7567,-157.985)","99.348,100,","Fri Apr 15 2016 10:20:47 GMT-0700 (MST),","Fri Apr 15 2016 09:14:00 GMT-0700 (MST),Fri Apr 15 2016 09:14:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,208.7,23.8253,0.593
HOT ALOHA time/depth series,SAMN11874683,22.7567,-157.985,"(22.7567,-157.985),(22.75,-158),(22.7567,-157.985)","125.171,125,","Fri Apr 15 2016 10:18:37 GMT-0700 (MST),","Fri Apr 15 2016 09:14:00 GMT-0700 (MST),Fri Apr 15 2016 09:14:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,209.8,23.0508,3.169
HOT ALOHA time/depth series,SAMN11874684,22.7567,-157.985,"(22.7567,-157.985),(22.75,-158),(22.7567,-157.985)","150.99,150,","Fri Apr 15 2016 10:16:20 GMT-0700 (MST),","Fri Apr 15 2016 09:14:00 GMT-0700 (MST),Fri Apr 15 2016 09:14:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,200,22.1015,3.565
HOT ALOHA time/depth series,SAMN11874685,22.7567,-157.985,"(22.7567,-157.985),(22.75,-158),(22.7567,-157.985)","174.82,175,","Fri Apr 15 2016 10:14:49 GMT-0700 (MST),","Fri Apr 15 2016 09:14:00 GMT-0700 (MST),Fri Apr 15 2016 09:14:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,191.6,20.5888,3.63
HOT ALOHA time/depth series,SAMN11874686,22.7497,-158.001,"(22.7497,-158.001),(22.75,-158),(22.7497,-158.001)","200.634,200,","Fri Apr 15 2016 15:46:48 GMT-0700 (MST),","Fri Apr 15 2016 14:57:00 GMT-0700 (MST),Fri Apr 15 2016 14:57:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,190.4,19.4278,6.352
HOT ALOHA time/depth series,SAMN11874687,22.7497,-158.001,"(22.7497,-158.001),(22.75,-158),(22.7497,-158.001)","224.458,225,","Fri Apr 15 2016 15:45:33 GMT-0700 (MST),","Fri Apr 15 2016 14:57:00 GMT-0700 (MST),Fri Apr 15 2016 14:57:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,197.1,17.7461,6.343
HOT ALOHA time/depth series,SAMN11874688,22.7497,-158.001,"(22.7497,-158.001),(22.75,-158),(22.7497,-158.001)","250.265,250,","Fri Apr 15 2016 15:44:22 GMT-0700 (MST),","Fri Apr 15 2016 14:57:00 GMT-0700 (MST),Fri Apr 15 2016 14:57:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,206.9,16.533,5.918
HOT ALOHA time/depth series,SAMN11874689,22.7575,-157.928,"(22.7575,-157.928),(22.75,-158),(22.7575,-157.928)","500.226,500,","Sat Apr 16 2016 00:40:56 GMT-0700 (MST),","Fri Apr 15 2016 23:57:00 GMT-0700 (MST),Fri Apr 15 2016 23:57:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,153,7.8504,25.828
HOT ALOHA time/depth series,SAMN11874690,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","5.96224,5,","Sat Nov 22 2014 18:58:25 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,203.4,26.2083,4.124
HOT ALOHA time/depth series,SAMN11874691,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","25.8351,25,","Sat Nov 22 2014 18:56:35 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,203.3,26.2097,3.735
HOT ALOHA time/depth series,SAMN11874692,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","45.7061,45,","Sat Nov 22 2014 18:55:05 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,202.6,26.2099,3.654
HOT ALOHA time/depth series,SAMN11874693,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","75.5089,75,","Sat Nov 22 2014 18:53:05 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,202.4,26.2122,3.959
HOT ALOHA time/depth series,SAMN11874694,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","99.3481,100,","Sat Nov 22 2014 18:51:05 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,217.5,23.9405,2.897
HOT ALOHA time/depth series,SAMN11874695,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","125.171,125,","Sat Nov 22 2014 18:49:15 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,216.5,22.1075,4.019
HOT ALOHA time/depth series,SAMN11874696,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","150.99,150,","Sat Nov 22 2014 18:47:25 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,206.9,20.6543,3.253
HOT ALOHA time/depth series,SAMN11874697,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","174.82,175,","Sat Nov 22 2014 18:45:30 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,198.4,19.6115,2.777
HOT ALOHA time/depth series,SAMN11874698,22.7237,-157.98,"(22.7237,-157.98),(22.75,-158),(22.7237,-157.98)","200.634,200,","Sun Nov 23 2014 00:55:19 GMT-0700 (MST),","Sat Nov 22 2014 23:53:00 GMT-0700 (MST),Sat Nov 22 2014 23:53:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,196.8,17.4388,5.357
HOT ALOHA time/depth series,SAMN11874699,22.7237,-157.98,"(22.7237,-157.98),(22.75,-158),(22.7237,-157.98)","224.459,225,","Sun Nov 23 2014 00:53:44 GMT-0700 (MST),","Sat Nov 22 2014 23:53:00 GMT-0700 (MST),Sat Nov 22 2014 23:53:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,197.6,16.1095,5.387
HOT ALOHA time/depth series,SAMN11874700,22.7237,-157.98,"(22.7237,-157.98),(22.75,-158),(22.7237,-157.98)","250.266,250,","Sun Nov 23 2014 00:52:04 GMT-0700 (MST),","Sat Nov 22 2014 23:53:00 GMT-0700 (MST),Sat Nov 22 2014 23:53:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,193.8,14.3847,7.484
HOT ALOHA time/depth series,SAMN11874701,22.7453,-158.007,"(22.7453,-158.007),(22.75,-158),(22.7453,-158.007)","500.226,500,","Sun Nov 23 2014 03:45:34 GMT-0700 (MST),","Sun Nov 23 2014 02:55:00 GMT-0700 (MST),Sun Nov 23 2014 02:55:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,108.4,7.18,29.736
HOT ALOHA time/depth series,SAMN11874702,22.7495,-157.999,"(22.7495,-157.999),(22.75,-158),(22.7495,-157.999)","5.96224,5,","Wed Dec 17 2014 03:14:43 GMT-0700 (MST),","Wed Dec 17 2014 01:23:00 GMT-0700 (MST),Wed Dec 17 2014 01:23:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,208.6,24.6393,1.894
HOT ALOHA time/depth series,SAMN11874703,22.7495,-157.999,"(22.7495,-157.999),(22.75,-158),(22.7495,-157.999)","25.8351,25,","Wed Dec 17 2014 03:13:14 GMT-0700 (MST),","Wed Dec 17 2014 01:23:00 GMT-0700 (MST),Wed Dec 17 2014 01:23:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,208.8,24.6479,1.204
HOT ALOHA time/depth series,SAMN11874704,22.7495,-157.999,"(22.7495,-157.999),(22.75,-158),(22.7495,-157.999)","45.7061,45,","Wed Dec 17 2014 03:11:49 GMT-0700 (MST),","Wed Dec 17 2014 01:23:00 GMT-0700 (MST),Wed Dec 17 2014 01:23:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,209.1,24.6469,1.221
HOT ALOHA time/depth series,SAMN11874705,22.7495,-157.999,"(22.7495,-157.999),(22.75,-158),(22.7495,-157.999)","75.5089,75,","Wed Dec 17 2014 03:09:59 GMT-0700 (MST),","Wed Dec 17 2014 01:23:00 GMT-0700 (MST),Wed Dec 17 2014 01:23:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,208.2,24.6283,1.709
HOT ALOHA time/depth series,SAMN11874706,22.7518,-158.021,"(22.7518,-158.021),(22.75,-158),(22.7518,-158.021)","500.226,500,","Wed Dec 17 2014 12:50:23 GMT-0700 (MST),","Wed Dec 17 2014 12:00:00 GMT-0700 (MST),Wed Dec 17 2014 12:00:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,109.6,7.1369,30.416
HOT ALOHA time/depth series,SAMN11874707,22.7493,-158,"(22.7493,-158),(22.75,-158),(22.7493,-158)","99.3481,100,","Wed Dec 17 2014 19:01:39 GMT-0700 (MST),","Wed Dec 17 2014 17:54:00 GMT-0700 (MST),Wed Dec 17 2014 17:54:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,210.9,23.047,5.036
HOT ALOHA time/depth series,SAMN11874708,22.7493,-158,"(22.7493,-158),(22.75,-158),(22.7493,-158)","125.171,125,","Wed Dec 17 2014 18:56:14 GMT-0700 (MST),","Wed Dec 17 2014 17:54:00 GMT-0700 (MST),Wed Dec 17 2014 17:54:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,205.2,22.2128,4.55
HOT ALOHA time/depth series,SAMN11874709,22.7493,-158,"(22.7493,-158),(22.75,-158),(22.7493,-158)","150.99,150,","Wed Dec 17 2014 18:52:04 GMT-0700 (MST),","Wed Dec 17 2014 17:54:00 GMT-0700 (MST),Wed Dec 17 2014 17:54:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,198.4,20.8427,4.845
HOT ALOHA time/depth series,SAMN11874710,22.7493,-158,"(22.7493,-158),(22.75,-158),(22.7493,-158)","174.82,175,","Wed Dec 17 2014 18:49:50 GMT-0700 (MST),","Wed Dec 17 2014 17:54:00 GMT-0700 (MST),Wed Dec 17 2014 17:54:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,196.1,19.7079,5.908
HOT ALOHA time/depth series,SAMN11874711,22.8053,-158.046,"(22.8053,-158.046),(22.75,-158),(22.8053,-158.046)","200.633,200,","Thu Dec 18 2014 00:53:14 GMT-0700 (MST),","Wed Dec 17 2014 23:51:00 GMT-0700 (MST),Wed Dec 17 2014 23:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,195.7,19.8598,5.042
HOT ALOHA time/depth series,SAMN11874712,22.8053,-158.046,"(22.8053,-158.046),(22.75,-158),(22.8053,-158.046)","224.457,225,","Thu Dec 18 2014 00:51:34 GMT-0700 (MST),","Wed Dec 17 2014 23:51:00 GMT-0700 (MST),Wed Dec 17 2014 23:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,195.4,19.0022,5.015
HOT ALOHA time/depth series,SAMN11874713,22.8053,-158.046,"(22.8053,-158.046),(22.75,-158),(22.8053,-158.046)","250.264,250,","Thu Dec 18 2014 00:49:58 GMT-0700 (MST),","Wed Dec 17 2014 23:51:00 GMT-0700 (MST),Wed Dec 17 2014 23:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,193.8,17.5204,5.845
HOT ALOHA time/depth series,SAMN11874714,22.7715,-157.986,"(22.7715,-157.986),(22.75,-158),(22.7715,-157.986)","5.96223,5,","Wed Feb 25 2015 02:11:21 GMT-0700 (MST),","Wed Feb 25 2015 01:03:00 GMT-0700 (MST),Wed Feb 25 2015 01:03:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,210.1,24.211,2.821
HOT ALOHA time/depth series,SAMN11874715,22.7715,-157.986,"(22.7715,-157.986),(22.75,-158),(22.7715,-157.986)","25.8351,25,","Wed Feb 25 2015 02:09:31 GMT-0700 (MST),","Wed Feb 25 2015 01:03:00 GMT-0700 (MST),Wed Feb 25 2015 01:03:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,212.2,23.7041,3.828
HOT ALOHA time/depth series,SAMN11874716,22.7715,-157.986,"(22.7715,-157.986),(22.75,-158),(22.7715,-157.986)","45.706,45,","Wed Feb 25 2015 02:07:06 GMT-0700 (MST),","Wed Feb 25 2015 01:03:00 GMT-0700 (MST),Wed Feb 25 2015 01:03:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,213.3,22.9246,2.984
HOT ALOHA time/depth series,SAMN11874717,22.7715,-157.986,"(22.7715,-157.986),(22.75,-158),(22.7715,-157.986)","75.5088,75,","Wed Feb 25 2015 02:04:30 GMT-0700 (MST),","Wed Feb 25 2015 01:03:00 GMT-0700 (MST),Wed Feb 25 2015 01:03:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,213.4,22.6307,2.874
HOT ALOHA time/depth series,SAMN11874718,22.7485,-158.021,"(22.7485,-158.021),(22.75,-158),(22.7485,-158.021)","99.3481,100,","Wed Feb 25 2015 12:56:02 GMT-0700 (MST),","Wed Feb 25 2015 11:59:00 GMT-0700 (MST),Wed Feb 25 2015 11:59:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,212.7,22.7373,2.555
HOT ALOHA time/depth series,SAMN11874719,22.7485,-158.021,"(22.7485,-158.021),(22.75,-158),(22.7485,-158.021)","125.171,125,","Wed Feb 25 2015 12:53:42 GMT-0700 (MST),","Wed Feb 25 2015 11:59:00 GMT-0700 (MST),Wed Feb 25 2015 11:59:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,213.6,22.2847,1.824
HOT ALOHA time/depth series,SAMN11874720,22.7485,-158.021,"(22.7485,-158.021),(22.75,-158),(22.7485,-158.021)","150.99,150,","Wed Feb 25 2015 12:52:08 GMT-0700 (MST),","Wed Feb 25 2015 11:59:00 GMT-0700 (MST),Wed Feb 25 2015 11:59:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,212.1,21.9075,2.759
HOT ALOHA time/depth series,SAMN11874721,22.7485,-158.021,"(22.7485,-158.021),(22.75,-158),(22.7485,-158.021)","174.82,175,","Wed Feb 25 2015 12:50:12 GMT-0700 (MST),","Wed Feb 25 2015 11:59:00 GMT-0700 (MST),Wed Feb 25 2015 11:59:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,200.5,20.7691,3.892
HOT ALOHA time/depth series,SAMN11874722,22.7918,-157.996,"(22.7918,-157.996),(22.75,-158),(22.7918,-157.996)","200.633,200,","Wed Feb 25 2015 18:45:28 GMT-0700 (MST),","Wed Feb 25 2015 17:53:00 GMT-0700 (MST),Wed Feb 25 2015 17:53:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,200.9,19.5878,3.535
HOT ALOHA time/depth series,SAMN11874723,22.7918,-157.996,"(22.7918,-157.996),(22.75,-158),(22.7918,-157.996)","224.458,225,","Wed Feb 25 2015 18:43:53 GMT-0700 (MST),","Wed Feb 25 2015 17:53:00 GMT-0700 (MST),Wed Feb 25 2015 17:53:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,202.3,18.3037,4.559
HOT ALOHA time/depth series,SAMN11874724,22.7918,-157.996,"(22.7918,-157.996),(22.75,-158),(22.7918,-157.996)","250.264,250,","Wed Feb 25 2015 18:42:23 GMT-0700 (MST),","Wed Feb 25 2015 17:53:00 GMT-0700 (MST),Wed Feb 25 2015 17:53:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,197,16.4089,6.225
HOT ALOHA time/depth series,SAMN11874725,22.7937,-158.064,"(22.7937,-158.064),(22.75,-158),(22.7937,-158.064)","500.225,500,","Thu Feb 26 2015 00:57:21 GMT-0700 (MST),","Thu Feb 26 2015 00:13:00 GMT-0700 (MST),Thu Feb 26 2015 00:13:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,91.3,7.1415,30.791
HOT ALOHA time/depth series,SAMN11874726,22.7627,-157.959,"(22.7627,-157.959),(22.75,-158),(22.7627,-157.959)","5.96224,5,","Mon Mar 30 2015 16:09:21 GMT-0700 (MST),","Mon Mar 30 2015 15:15:00 GMT-0700 (MST),Mon Mar 30 2015 15:15:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,212,23.5885,-1.099
HOT ALOHA time/depth series,SAMN11874727,22.7627,-157.959,"(22.7627,-157.959),(22.75,-158),(22.7627,-157.959)","25.8351,25,","Mon Mar 30 2015 16:08:11 GMT-0700 (MST),","Mon Mar 30 2015 15:15:00 GMT-0700 (MST),Mon Mar 30 2015 15:15:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,212,23.5819,-1.378
